"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"HIVD","HIVD","","","",0,*,"","","","null {[]} {[]}
","HIV.D Care-Treatment Logical Model","Logical Model for HIV.D Care-Treatment data elements.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"HIVD.hysterectomy","HIVD.hysterectomy","","","",1,1,"","","","string {[]} {[]}
","Hysterectomy","Invasive cervical cancer treatment method is a hysterectomy","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE734
",,,,"HIVD.hysterectomy",1,1,"",""
"HIVD.managementOfInvasiveCervicalCancer","HIVD.managementOfInvasiveCervicalCancer","","","",1,1,"","","","string {[]} {[]}
","Management of invasive cervical cancer","Invasive cervical cancer treatment method is management of invasive cervical cancer","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE735
",,,,"HIVD.managementOfInvasiveCervicalCancer",1,1,"",""
"HIVD.radiotherapy","HIVD.radiotherapy","","","",1,1,"","","","string {[]} {[]}
","Radiotherapy","Invasive cervical cancer treatment method is a radiotherapy","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE736
",,,,"HIVD.radiotherapy",1,1,"",""
"HIVD.chemotherapy","HIVD.chemotherapy","","","",1,1,"","","","string {[]} {[]}
","Chemotherapy","Invasive cervical cancer treatment method is a chemotherapy","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE737
",,,,"HIVD.chemotherapy",1,1,"",""
"HIVD.chemoradiation","HIVD.chemoradiation","","","",1,1,"","","","string {[]} {[]}
","Chemoradiation","Invasive cervical cancer treatment method is a chemoradiation","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE738
",,,,"HIVD.chemoradiation",1,1,"",""
"HIVD.chrOther","HIVD.chrOther","","","",1,1,"","","","string {[]} {[]}
","Other","Invasive cervical cancer treatment method is a not in list","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE739
",,,,"HIVD.chrOther",1,1,"",""
"HIVD.chrOtherSpecify","HIVD.chrOtherSpecify","","","",1,1,"","","","string {[]} {[]}
","Other (specify)","Invasive cervical cancer treatment method is a not in list (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE740
",,,,"HIVD.chrOtherSpecify",1,1,"",""
"HIVD.treatmentOutcome","HIVD.treatmentOutcome","","","",1,1,"","","","string {[]} {[]}
","Treatment outcome","Treatment outcome from cervical pre-cancerous lesion treatment or invasive cancer treatment (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE741
",,,,"HIVD.treatmentOutcome",1,1,"",""
"HIVD.secondaryotherCancersDiagnosed","HIVD.secondaryotherCancersDiagnosed","","","",1,1,"","","","string {[]} {[]}
","Secondary/other cancers diagnosed","Secondary and other cancers that client is diagnosed with (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE742
",,,,"HIVD.secondaryotherCancersDiagnosed",1,1,"",""
"HIVD.cancersAtOtherSitesHpvAndNonHpvRelated","HIVD.cancersAtOtherSitesHpvAndNonHpvRelated","","","",1,1,"","","","string {[]} {[]}
","Cancers at other sites (HPV- and non-HPV related)","Cancers at other sites that client has (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE743
",,,,"HIVD.cancersAtOtherSitesHpvAndNonHpvRelated",1,1,"",""
"HIVD.dateOfDeath","HIVD.dateOfDeath","","","",1,1,"","","","string {[]} {[]}
","Date of death","If deceased, the date that the client died","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE744
",,,,"HIVD.dateOfDeath",1,1,"",""
"HIVD.cervicalCancerScreeningIntervalAmongstWlhiv","HIVD.cervicalCancerScreeningIntervalAmongstWlhiv","","","",1,1,"","","","string {[]} {[]}
","Cervical cancer screening interval amongst WLHIV","Country-specific interval between cancer screenings amongst women living with HIV (typically 3 or 5 years)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE745
",,,,"HIVD.cervicalCancerScreeningIntervalAmongstWlhiv",1,1,"",""
"HIVD.entryPointForFacilityLevelTesting","HIVD.entryPointForFacilityLevelTesting","","","",1,1,"","","","string {[]} {[]}
","Entry point for facility-level testing","Specific point where testing is happening at a facility","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE746
",,,,"HIVD.entryPointForFacilityLevelTesting",1,1,"",""
"HIVD.providerInitiatedTestedInAClinicOrEmergencyFacility","HIVD.providerInitiatedTestedInAClinicOrEmergencyFacility","","","",1,1,"","","","string {[]} {[]}
","Provider-initiated tested in a clinic or emergency facility","The client tested though provider-initiated HIV testing & counselling, which could be at an emergency facility","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE747
",,,,"HIVD.providerInitiatedTestedInAClinicOrEmergencyFacility",1,1,"",""
"HIVD.antenatalCareClinic","HIVD.antenatalCareClinic","","","",1,1,"","","","string {[]} {[]}
","Antenatal care clinic","The client tested at an antenatal care clinic, including labour and delivery","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE748
",,,,"HIVD.antenatalCareClinic",1,1,"",""
"HIVD.voluntaryCounsellingAndTestingWithinAHealthFacilitySetting","HIVD.voluntaryCounsellingAndTestingWithinAHealthFacilitySetting","","","",1,1,"","","","string {[]} {[]}
","Voluntary counselling and testing (within a health facility setting)","The client tested through voluntary counselling and testing (within a health facility setting)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE749
",,,,"HIVD.voluntaryCounsellingAndTestingWithinAHealthFacilitySetting",1,1,"",""
"HIVD.familyPlanningClinic","HIVD.familyPlanningClinic","","","",1,1,"","","","string {[]} {[]}
","Family planning clinic","The client tested at a family planning clinic","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE750
",,,,"HIVD.familyPlanningClinic",1,1,"",""
"HIVD.otherFacilityLevelTesting","HIVD.otherFacilityLevelTesting","","","",1,1,"","","","string {[]} {[]}
","Other facility-level testing","The client tested at another type of facility","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE751
",,,,"HIVD.otherFacilityLevelTesting",1,1,"",""
"HIVD.tuberculosisTbClinic","HIVD.tuberculosisTbClinic","","","",1,1,"","","","string {[]} {[]}
","Tuberculosis (TB) clinic","The client tested at a TB clinic","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE752
",,,,"HIVD.tuberculosisTbClinic",1,1,"",""
"HIVD.offerOtherClinicalServices","HIVD.offerOtherClinicalServices","","","",1,1,"","","","string {[]} {[]}
","Offer other clinical services","Other clinical services offered or referrals given to the client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE753
",,,,"HIVD.offerOtherClinicalServices",1,1,"",""
"HIVD.assessmentAndProvisionOfVaccinations2","HIVD.assessmentAndProvisionOfVaccinations2","","","",1,1,"","","","string {[]} {[]}
","Assessment and provision of vaccinations","Assessment and provision of vaccinations, such as for people from Key population member type, pregnant women and infants; and, where appropriate, tetanus vaccination for adolescent boys and men receiving VMMC","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE754
",,,,"HIVD.assessmentAndProvisionOfVaccinations2",1,1,"",""
"HIVD.hepatitisBHbvAndHepatitisCVirusHcvTestingAndTreatment","HIVD.hepatitisBHbvAndHepatitisCVirusHcvTestingAndTreatment","","","",1,1,"","","","string {[]} {[]}
","Hepatitis B (HBV) and hepatitis C virus (HCV) testing and treatment","Offer or refer for HBV and/or HCV testing and treatment","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE755
",,,,"HIVD.hepatitisBHbvAndHepatitisCVirusHcvTestingAndTreatment",1,1,"",""
"HIVD.coTrimoxazoleChemoproToPreventPCPneumonia","HIVD.coTrimoxazoleChemoproToPreventPCPneumonia","","","",1,1,"","","","string {[]} {[]}
","Co-trimoxazole chemoprophylaxis to prevent pneumocystis carinii pneumonia","Offer or refer for co-trimoxazole chemoprophylaxis to prevent pneumocystis carinii pneumonia","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE756
",,,,"HIVD.coTrimoxazoleChemoproToPreventPCPneumonia",1,1,"",""
"HIVD.intensifiedTbCaseFindingAndLinkageToTbTreatment3","HIVD.intensifiedTbCaseFindingAndLinkageToTbTreatment3","","","",1,1,"","","","string {[]} {[]}
","Intensified TB case finding and linkage to TB treatment","Offer or refer for intensified TB case finding and linkage to TB treatment","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE757
",,,,"HIVD.intensifiedTbCaseFindingAndLinkageToTbTreatment3",1,1,"",""
"HIVD.provisionOfIsoniazidPreventiveTherapyIfPersonDoesNotHaveTb","HIVD.provisionOfIsoniazidPreventiveTherapyIfPersonDoesNotHaveTb","","","",1,1,"","","","string {[]} {[]}
","Provision of isoniazid preventive therapy if person does not have TB","Offer or refer for provision of isoniazid preventive therapy if person does not have TB","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE758
",,,,"HIVD.provisionOfIsoniazidPreventiveTherapyIfPersonDoesNotHaveTb",1,1,"",""
"HIVD.malariaPreventionDepOnEpidemiology","HIVD.malariaPreventionDepOnEpidemiology","","","",1,1,"","","","string {[]} {[]}
","Malaria prevention (such as bed nets and prophylaxis), depending on epidemiology","Offer or refer for malaria prevention (such as bed nets and prophylaxis), depending on epidemiology","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE759
",,,,"HIVD.malariaPreventionDepOnEpidemiology",1,1,"",""
"HIVD.eligibleForDsdArt","HIVD.eligibleForDsdArt","","","",1,1,"","","","string {[]} {[]}
","Eligible for DSD ART","Client is eligible for differentiated service delivery (DSD) for ART","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE760
",,,,"HIVD.eligibleForDsdArt",1,1,"",""
"HIVD.dateDsdArtEligibilityAssessed","HIVD.dateDsdArtEligibilityAssessed","","","",1,1,"","","","string {[]} {[]}
","Date DSD ART eligibility assessed","Date client was assessed for eligibility for differentiated service delivery (DSD) for ART","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE761
",,,,"HIVD.dateDsdArtEligibilityAssessed",1,1,"",""
"HIVD.currentlyEnrolledInDsdArtModel","HIVD.currentlyEnrolledInDsdArtModel","","","",1,1,"","","","string {[]} {[]}
","Currently enrolled in DSD ART model","Client currently enrolled in differentiated service delivery (DSD) ART model","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE762
",,,,"HIVD.currentlyEnrolledInDsdArtModel",1,1,"",""
"HIVD.dsdArtStartDate","HIVD.dsdArtStartDate","","","",1,1,"","","","string {[]} {[]}
","DSD ART start date","Date client started on differentiated service delivery (DSD) for ART","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE763
",,,,"HIVD.dsdArtStartDate",1,1,"",""
"HIVD.dsdArtModelS","HIVD.dsdArtModelS","","","",1,1,"","","","string {[]} {[]}
","DSD ART model(s)","Type of DSD ART model client is enrolled in (country-specific)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE764
",,,,"HIVD.dsdArtModelS",1,1,"",""
"HIVD.fastTrackArtRefill","HIVD.fastTrackArtRefill","","","",1,1,"","","","string {[]} {[]}
","Fast track ART refill","Client is enrolled in fast track ART refill (DSD ART model)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE765
",,,,"HIVD.fastTrackArtRefill",1,1,"",""
"HIVD.facilityAdherenceClub","HIVD.facilityAdherenceClub","","","",1,1,"","","","string {[]} {[]}
","Facility adherence club","Client is enrolled in facility adherence club (DSD ART model)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE766
",,,,"HIVD.facilityAdherenceClub",1,1,"",""
"HIVD.communityArtDistributionPoint","HIVD.communityArtDistributionPoint","","","",1,1,"","","","string {[]} {[]}
","Community ART distribution point","Client is enrolled in community ART distribution point (DSD ART model)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE767
",,,,"HIVD.communityArtDistributionPoint",1,1,"",""
"HIVD.chwpeerEducatorCommunityArtGroup","HIVD.chwpeerEducatorCommunityArtGroup","","","",1,1,"","","","string {[]} {[]}
","CHW/peer educator community ART group","Client is enrolled in community health worker/peer educator community ART group (DSD ART model)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE768
",,,,"HIVD.chwpeerEducatorCommunityArtGroup",1,1,"",""
"HIVD.patientclientCommunityArtGroup","HIVD.patientclientCommunityArtGroup","","","",1,1,"","","","string {[]} {[]}
","Patient/client community ART group","Client is enrolled in patient/client community ART group (DSD ART model)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE769
",,,,"HIVD.patientclientCommunityArtGroup",1,1,"",""
"HIVD.otherDsdArtModel","HIVD.otherDsdArtModel","","","",1,1,"","","","string {[]} {[]}
","Other DSD ART model","Client is enrolled in another DSD ART model","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE770
",,,,"HIVD.otherDsdArtModel",1,1,"",""
"HIVD.otherDsdArtModelSpecify","HIVD.otherDsdArtModelSpecify","","","",1,1,"","","","string {[]} {[]}
","Other DSD ART model (specify)","Client is enrolled in another DSD ART model (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE771
",,,,"HIVD.otherDsdArtModelSpecify",1,1,"",""
"HIVD.partnerTestingOffered","HIVD.partnerTestingOffered","","","",1,1,"","","","string {[]} {[]}
","Partner testing offered","Whether client was offered partner testing","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE772
",,,,"HIVD.partnerTestingOffered",1,1,"",""
"HIVD.partnerTestingAccepted","HIVD.partnerTestingAccepted","","","",1,1,"","","","string {[]} {[]}
","Partner testing accepted","Whether partner testing was accepted","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE773
",,,,"HIVD.partnerTestingAccepted",1,1,"",""
"HIVD.datePartnerContactedForIndexTesting","HIVD.datePartnerContactedForIndexTesting","","","",1,1,"","","","string {[]} {[]}
","Date partner contacted for index testing","Date on which clients partner was contacted for index testing","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE774
",,,,"HIVD.datePartnerContactedForIndexTesting",1,1,"",""
"HIVD.datePartnerTestedForHiv","HIVD.datePartnerTestedForHiv","","","",1,1,"","","","string {[]} {[]}
","Date partner tested for HIV","Date on which clients partner was tested for HIV","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE775
",,,,"HIVD.datePartnerTestedForHiv",1,1,"",""
"HIVD.dateOfNextScheduledFollowUpAppointment","HIVD.dateOfNextScheduledFollowUpAppointment","","","",1,1,"","","","string {[]} {[]}
","Date of next scheduled follow-up appointment","Date of clients next scheduled follow-up appointment","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE776
",,,,"HIVD.dateOfNextScheduledFollowUpAppointment",1,1,"",""
"HIVD.typeOfNextFollowUpAppointment","HIVD.typeOfNextFollowUpAppointment","","","",1,1,"","","","string {[]} {[]}
","Type of next follow-up appointment","Type of clients next follow-up appointment (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE777
",,,,"HIVD.typeOfNextFollowUpAppointment",1,1,"",""
"HIVD.syndromestiDiagnosed","HIVD.syndromestiDiagnosed","","","",1,1,"","","","string {[]} {[]}
","Syndrome/STI diagnosed","Syndrome or STI for which client is diagnosed","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE778
",,,,"HIVD.syndromestiDiagnosed",1,1,"",""
"HIVD.urethralDischargeSyndrome","HIVD.urethralDischargeSyndrome","","","",1,1,"","","","string {[]} {[]}
","Urethral discharge syndrome","Client diagnosed with urethral discharge syndrome","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE779
",,,,"HIVD.urethralDischargeSyndrome",1,1,"",""
"HIVD.vaginalDischargeSyndrome","HIVD.vaginalDischargeSyndrome","","","",1,1,"","","","string {[]} {[]}
","Vaginal discharge syndrome","Client diagnosed with vaginal discharge syndrome","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE780
",,,,"HIVD.vaginalDischargeSyndrome",1,1,"",""
"HIVD.lowerAbdominalPain","HIVD.lowerAbdominalPain","","","",1,1,"","","","string {[]} {[]}
","Lower Abdominal pain ","Client diagnosed with lower abdominal pain","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE781
",,,,"HIVD.lowerAbdominalPain",1,1,"",""
"HIVD.genitalUlcerDiseaseSyndrome","HIVD.genitalUlcerDiseaseSyndrome","","","",1,1,"","","","string {[]} {[]}
","Genital ulcer disease syndrome","Client diagnosed with genital ulcer disease syndrome","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE782
",,,,"HIVD.genitalUlcerDiseaseSyndrome",1,1,"",""
"HIVD.anorectalDischarge","HIVD.anorectalDischarge","","","",1,1,"","","","string {[]} {[]}
","Anorectal discharge","Client diagnosed with anorectal discharge","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE783
",,,,"HIVD.anorectalDischarge",1,1,"",""
"HIVD.sentForTesting","HIVD.sentForTesting","","","",1,1,"","","","string {[]} {[]}
","Sent for testing","Specimen sent for testing","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE784
",,,,"HIVD.sentForTesting",1,1,"",""
"HIVD.stisOther","HIVD.stisOther","","","",1,1,"","","","string {[]} {[]}
","Other","Other syndrome/STI diagnosed","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE785
",,,,"HIVD.stisOther",1,1,"",""
"HIVD.stisOtherSpecify","HIVD.stisOtherSpecify","","","",1,1,"","","","string {[]} {[]}
","Other (specify)","Other syndrome/STI diagnosed (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE786
",,,,"HIVD.stisOtherSpecify",1,1,"",""
"HIVD.anyStiSyndromeDiagnosed","HIVD.anyStiSyndromeDiagnosed","","","",1,1,"","","","string {[]} {[]}
","Any STI syndrome diagnosed","Was the client diagnosed with any of the five STI syndromes during this visit?","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE787
",,,,"HIVD.anyStiSyndromeDiagnosed",1,1,"",""
"HIVD.dateOfStiTest","HIVD.dateOfStiTest","","","",1,1,"","","","string {[]} {[]}
","Date of STI test","Date on which the STI test was conducted","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE788
",,,,"HIVD.dateOfStiTest",1,1,"",""
"HIVD.stiTestedFor","HIVD.stiTestedFor","","","",1,1,"","","","string {[]} {[]}
","STI tested for","STI for which the client was tested","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE789
",,,,"HIVD.stiTestedFor",1,1,"",""
"HIVD.neisseriaGonorrhoeae","HIVD.neisseriaGonorrhoeae","","","",1,1,"","","","string {[]} {[]}
","Neisseria gonorrhoeae","Client tested for Neisseria gonorrhoeae","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE790
",,,,"HIVD.neisseriaGonorrhoeae",1,1,"",""
"HIVD.chlamydiaTrachomatis","HIVD.chlamydiaTrachomatis","","","",1,1,"","","","string {[]} {[]}
","Chlamydia trachomatis","Client tested for Chlamydia trachomatis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE791
",,,,"HIVD.chlamydiaTrachomatis",1,1,"",""
"HIVD.trichomonasVaginalis","HIVD.trichomonasVaginalis","","","",1,1,"","","","string {[]} {[]}
","Trichomonas vaginalis","Client tested for Trichomonas vaginalis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE792
",,,,"HIVD.trichomonasVaginalis",1,1,"",""
"HIVD.syphilisTreponemaPallidum","HIVD.syphilisTreponemaPallidum","","","",1,1,"","","","string {[]} {[]}
","Syphilis (Treponema pallidum)","Client tested for Syphilis (treponema pallidum)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE793
",,,,"HIVD.syphilisTreponemaPallidum",1,1,"",""
"HIVD.herpesSimplexVirusHsv1Hsv2","HIVD.herpesSimplexVirusHsv1Hsv2","","","",1,1,"","","","string {[]} {[]}
","Herpes simplex virus (HSV1, HSV2)","Client tested for herpes simplex virus (HSV1, HSV2)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE794
",,,,"HIVD.herpesSimplexVirusHsv1Hsv2",1,1,"",""
"HIVD.mycoplasmaGenitalium","HIVD.mycoplasmaGenitalium","","","",1,1,"","","","string {[]} {[]}
","Mycoplasma genitalium","Client tested for Mycoplasma genitalium","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE795
",,,,"HIVD.mycoplasmaGenitalium",1,1,"",""
"HIVD.mpox","HIVD.mpox","","","",1,1,"","","","string {[]} {[]}
","Mpox","Client tested for Mpox","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE796
",,,,"HIVD.mpox",1,1,"",""
"HIVD.stitHepatitisB","HIVD.stitHepatitisB","","","",1,1,"","","","string {[]} {[]}
","Hepatitis B","Client tested for Hepatitis B","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE797
",,,,"HIVD.stitHepatitisB",1,1,"",""
"HIVD.stitHepatitisC","HIVD.stitHepatitisC","","","",1,1,"","","","string {[]} {[]}
","Hepatitis C","Client tested for Hepatitis C","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE798
",,,,"HIVD.stitHepatitisC",1,1,"",""
"HIVD.stitOther","HIVD.stitOther","","","",1,1,"","","","string {[]} {[]}
","Other","Client tested for other STI","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE799
",,,,"HIVD.stitOther",1,1,"",""
"HIVD.stitOtherSpecify","HIVD.stitOtherSpecify","","","",1,1,"","","","string {[]} {[]}
","Other (specify)","Client tested for other STI (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE800
",,,,"HIVD.stitOtherSpecify",1,1,"",""
"HIVD.syphilisTestDate","HIVD.syphilisTestDate","","","",1,1,"","","","string {[]} {[]}
","Syphilis test date","Date of syphilis test","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE801
",,,,"HIVD.syphilisTestDate",1,1,"",""
"HIVD.syphilisTestResult","HIVD.syphilisTestResult","","","",1,1,"","","","string {[]} {[]}
","Syphilis test result","Result from syphilis test","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE802
",,,,"HIVD.syphilisTestResult",1,1,"",""
"HIVD.sypPositive","HIVD.sypPositive","","","",1,1,"","","","string {[]} {[]}
","Positive","Test result is positive for syphilis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE803
",,,,"HIVD.sypPositive",1,1,"",""
"HIVD.sypNegative","HIVD.sypNegative","","","",1,1,"","","","string {[]} {[]}
","Negative","Test result is negative for syphilis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE804
",,,,"HIVD.sypNegative",1,1,"",""
"HIVD.sypInconclusive","HIVD.sypInconclusive","","","",1,1,"","","","string {[]} {[]}
","Inconclusive","Test result is inconclusive","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE805
",,,,"HIVD.sypInconclusive",1,1,"",""
"HIVD.syphilisTreatmentStartDate","HIVD.syphilisTreatmentStartDate","","","",1,1,"","","","string {[]} {[]}
","Syphilis treatment start date","Date of initiation of syphilis treatment","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE806
",,,,"HIVD.syphilisTreatmentStartDate",1,1,"",""
"HIVD.gonorrhoeaTestDate","HIVD.gonorrhoeaTestDate","","","",1,1,"","","","string {[]} {[]}
","Gonorrhoea test date","Date of Gonorrhoea test","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE807
",,,,"HIVD.gonorrhoeaTestDate",1,1,"",""
"HIVD.gonorrhoeaTestResult","HIVD.gonorrhoeaTestResult","","","",1,1,"","","","string {[]} {[]}
","Gonorrhoea test result","Result from Gonorrhoea test","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE808
",,,,"HIVD.gonorrhoeaTestResult",1,1,"",""
"HIVD.gntPositive","HIVD.gntPositive","","","",1,1,"","","","string {[]} {[]}
","Positive","Test result is positive for Neisseria gonorrhoeae","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE809
",,,,"HIVD.gntPositive",1,1,"",""
"HIVD.gntNegative","HIVD.gntNegative","","","",1,1,"","","","string {[]} {[]}
","Negative","Test result is negative for Neisseria gonorrhoeae","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE810
",,,,"HIVD.gntNegative",1,1,"",""
"HIVD.gntInconclusive","HIVD.gntInconclusive","","","",1,1,"","","","string {[]} {[]}
","Inconclusive","Test result is inconclusive","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE811
",,,,"HIVD.gntInconclusive",1,1,"",""
"HIVD.gonorrhoeaTreatmentStartDate","HIVD.gonorrhoeaTreatmentStartDate","","","",1,1,"","","","string {[]} {[]}
","Gonorrhoea treatment start date","Date of initiation of Gonorrhoea treatment","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE812
",,,,"HIVD.gonorrhoeaTreatmentStartDate",1,1,"",""
