"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"HIVA","HIVA","HIVA","","","",0,*,"","","","null {[]} {[]}
","HIV.A Registration Logical Model","Logical Model for HIV.A Registration data elements.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"HIVD","HIVD.csOther5","HIVD.csOther5","","","",1,1,"","","","string {[]} {[]}
","Other","Other test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE874
",,,,"HIVD.csOther5",1,1,"",""
"HIVD","HIVD.csOtherSpecify5","HIVD.csOtherSpecify5","","","",1,1,"","","","string {[]} {[]}
","Other (specify)","Other test used for confirmatory syphilis test (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE875
",,,,"HIVD.csOtherSpecify5",1,1,"",""
"HIVD","HIVD.confirmatoryTestTypeForOtherStiSpecify","HIVD.confirmatoryTestTypeForOtherStiSpecify","","","",1,1,"","","","string {[]} {[]}
","Confirmatory test type for other STI (specify)","Confirmatory test type for other STI","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE876
",,,,"HIVD.confirmatoryTestTypeForOtherStiSpecify",1,1,"",""
"HIVD","HIVD.confirmatoryStiTestResult","HIVD.confirmatoryStiTestResult","","","",1,1,"","","","string {[]} {[]}
","Confirmatory STI test result","Result from confirmatory STI test","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE877
",,,,"HIVD.confirmatoryStiTestResult",1,1,"",""
"HIVD","HIVD.stiPositive","HIVD.stiPositive","","","",1,1,"","","","string {[]} {[]}
","Positive","Test result is positive","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE878
",,,,"HIVD.stiPositive",1,1,"",""
"HIVD","HIVD.stiNegative","HIVD.stiNegative","","","",1,1,"","","","string {[]} {[]}
","Negative","Test result is negative","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE879
",,,,"HIVD.stiNegative",1,1,"",""
"HIVD","HIVD.stiInconclusive","HIVD.stiInconclusive","","","",1,1,"","","","string {[]} {[]}
","Inconclusive","Test result is inconclusive","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE880
",,,,"HIVD.stiInconclusive",1,1,"",""
"HIVD","HIVD.dateStiTreatmentPrescribed","HIVD.dateStiTreatmentPrescribed","","","",1,1,"","","","string {[]} {[]}
","Date STI treatment prescribed ","Date STI treatment was prescribed to the client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE881
",,,,"HIVD.dateStiTreatmentPrescribed",1,1,"",""
"HIVD","HIVD.dateStiTreatmentDispensed","HIVD.dateStiTreatmentDispensed","","","",1,1,"","","","string {[]} {[]}
","Date STI treatment dispensed","Date STI treatment dispensed to the client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE882
",,,,"HIVD.dateStiTreatmentDispensed",1,1,"",""
"HIVD","HIVD.stiTreatmentDispensedSpecify","HIVD.stiTreatmentDispensedSpecify","","","",1,1,"","","","string {[]} {[]}
","STI treatment dispensed (specify)","STI treatment dispensed to the client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE883
",,,,"HIVD.stiTreatmentDispensedSpecify",1,1,"",""
"HIVD","HIVD.midUpperArmCircumferenceMuac","HIVD.midUpperArmCircumferenceMuac","","","",1,1,"","","","string {[]} {[]}
","Mid-upper arm circumference (MUAC)","Clients mid-upper arm circumference (MUAC)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE884
",,,,"HIVD.midUpperArmCircumferenceMuac",1,1,"",""
"HIVD","HIVD.dateOfStartOfFluconazoleProphylaxis","HIVD.dateOfStartOfFluconazoleProphylaxis","","","",1,1,"","","","string {[]} {[]}
","Date of start of fluconazole prophylaxis","Date of clients start of fluconazole prophylaxis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE885
",,,,"HIVD.dateOfStartOfFluconazoleProphylaxis",1,1,"",""
"HIVD","HIVD.fluconazoleProphylaxis","HIVD.fluconazoleProphylaxis","","","",1,1,"","","","string {[]} {[]}
","Fluconazole prophylaxis","Client provided with fluconazole prophylaxis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE886
",,,,"HIVD.fluconazoleProphylaxis",1,1,"",""
"HIVD","HIVD.dateStartedCryptococcalMeningitisTreatmentInductionRegimen","HIVD.dateStartedCryptococcalMeningitisTreatmentInductionRegimen","","","",1,1,"","","","string {[]} {[]}
","Date started cryptococcal meningitis treatment induction regimen","Date client started cryptococcal meningitis treatment induction regimen","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE887
",,,,"HIVD.dateStartedCryptococcalMeningitisTreatmentInductionRegimen",1,1,"",""
"HIVD","HIVD.dateCompletedCryptococcalMeningitisTreatmentInductionRegimen","HIVD.dateCompletedCryptococcalMeningitisTreatmentInductionRegimen","","","",1,1,"","","","string {[]} {[]}
","Date completed cryptococcal meningitis treatment induction regimen","Date client completed cryptococcal meningitis treatment induction regimen","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE888
",,,,"HIVD.dateCompletedCryptococcalMeningitisTreatmentInductionRegimen",1,1,"",""
"HIVD","HIVD.dateStartedCryptococcalMeningitisTreatmentMaintenanceRegimen","HIVD.dateStartedCryptococcalMeningitisTreatmentMaintenanceRegimen","","","",1,1,"","","","string {[]} {[]}
","Date started cryptococcal meningitis treatment maintenance regimen","Date client started cryptococcal meningitis treatment maintenance regimen","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE889
",,,,"HIVD.dateStartedCryptococcalMeningitisTreatmentMaintenanceRegimen",1,1,"",""
"HIVD","HIVD.dateCompletedCryptococcalMeningitisTreatmentMaintenanceRegimen","HIVD.dateCompletedCryptococcalMeningitisTreatmentMaintenanceRegimen","","","",1,1,"","","","string {[]} {[]}
","Date completed cryptococcal meningitis treatment maintenance regimen","Date client completed cryptococcal meningitis treatment maintenance regimen","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE890
",,,,"HIVD.dateCompletedCryptococcalMeningitisTreatmentMaintenanceRegimen",1,1,"",""
"HIVD","HIVD.dateStartedCryptococcalMeningitisTreatmentConsolidationRegimen","HIVD.dateStartedCryptococcalMeningitisTreatmentConsolidationRegimen","","","",1,1,"","","","string {[]} {[]}
","Date started cryptococcal meningitis treatment consolidation regimen","Date client started cryptococcal meningitis treatment consolidation regimen","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE891
",,,,"HIVD.dateStartedCryptococcalMeningitisTreatmentConsolidationRegimen",1,1,"",""
"HIVD","HIVD.dateCompletedCryptococcalMeningitisTreatmentConsolidationRegimen","HIVD.dateCompletedCryptococcalMeningitisTreatmentConsolidationRegimen","","","",1,1,"","","","string {[]} {[]}
","Date completed cryptococcal meningitis treatment consolidation regimen","Date client completed cryptococcal meningitis treatment consolidation regimen","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE892
",,,,"HIVD.dateCompletedCryptococcalMeningitisTreatmentConsolidationRegimen",1,1,"",""
"HIVD","HIVD.stagingOfLiverDisease","HIVD.stagingOfLiverDisease","","","",1,1,"","","","string {[]} {[]}
","Staging of liver disease","Staging of liver disease in client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE893
",,,,"HIVD.stagingOfLiverDisease",1,1,"",""
"HIVD","HIVD.f04FibrosisStaging","HIVD.f04FibrosisStaging","","","",1,1,"","","","string {[]} {[]}
","F0-4, fibrosis staging","Fibrosis staging of liver disease","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE894
",,,,"HIVD.f04FibrosisStaging",1,1,"",""
"HIVD","HIVD.f4OrCirrhosisPresenceOfCirrhosis","HIVD.f4OrCirrhosisPresenceOfCirrhosis","","","",1,1,"","","","string {[]} {[]}
","F4 or cirrhosis, presence of cirrhosis","Presence of cirrhosis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE895
",,,,"HIVD.f4OrCirrhosisPresenceOfCirrhosis",1,1,"",""
"HIVD","HIVD.advancedHivDisease","HIVD.advancedHivDisease","","","",1,1,"","","","string {[]} {[]}
","Advanced HIV disease","Client has Advanced HIV disease (AHD)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE896
",,,,"HIVD.advancedHivDisease",1,1,"",""
"HIVD","HIVD.whoFunctionalStatus","HIVD.whoFunctionalStatus","","","",1,1,"","","","string {[]} {[]}
","WHO functional status","Functional status of people with advanced HIV disease","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE897
",,,,"HIVD.whoFunctionalStatus",1,1,"",""
"HIVD","HIVD.workingAbleToPerformUsualWorkInsideAndOutsideTheHome","HIVD.workingAbleToPerformUsualWorkInsideAndOutsideTheHome","","","",1,1,"","","","string {[]} {[]}
","Working, able to perform usual work inside and outside the home","Client is able to perform usual work inside and outside the home (working)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE898
",,,,"HIVD.workingAbleToPerformUsualWorkInsideAndOutsideTheHome",1,1,"",""
"HIVD","HIVD.ambulatoryAbleToPerformActivityOfDailyLivingAdlNotAbleToWork","HIVD.ambulatoryAbleToPerformActivityOfDailyLivingAdlNotAbleToWork","","","",1,1,"","","","string {[]} {[]}
","Ambulatory, able to perform activity of daily living (ADL), not able to work","Client is able to perform activity of daily living (ADL), not able to work (ambulatory)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE899
",,,,"HIVD.ambulatoryAbleToPerformActivityOfDailyLivingAdlNotAbleToWork",1,1,"",""
"HIVD","HIVD.bedriddenNotAbleToPerformAdl","HIVD.bedriddenNotAbleToPerformAdl","","","",1,1,"","","","string {[]} {[]}
","Bedridden not able to perform ADL","Client is dedridden not able to perform ADL","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE900
",,,,"HIVD.bedriddenNotAbleToPerformAdl",1,1,"",""
"HIVD","HIVD.tailoredAdherenceCounsellingForAdvancedHivDisease","HIVD.tailoredAdherenceCounsellingForAdvancedHivDisease","","","",1,1,"","","","string {[]} {[]}
","Tailored adherence counselling for advanced HIV disease","Client provided with tailored adherence counselling for advanced HIV disease","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE901
",,,,"HIVD.tailoredAdherenceCounsellingForAdvancedHivDisease",1,1,"",""
"HIVD","HIVD.datesOfTracingInterventions","HIVD.datesOfTracingInterventions","","","",1,1,"","","","string {[]} {[]}
","Date(s) of tracing interventions","Date tracing interventions to support reengagement into HIV care conducted","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE902
",,,,"HIVD.datesOfTracingInterventions",1,1,"",""
"HIVD","HIVD.medicationdrug","HIVD.medicationdrug","","","",1,1,"","","","string {[]} {[]}
","Medication/drug","Current or considered medication/drug, for the purpose of determining drug interactions","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE903
",,,,"HIVD.medicationdrug",1,1,"",""
"HIVD","HIVD.rifampicin","HIVD.rifampicin","","","",1,1,"","","","string {[]} {[]}
","Rifampicin","Rifampicin currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE904
",,,,"HIVD.rifampicin",1,1,"",""
"HIVD","HIVD.halofantrine","HIVD.halofantrine","","","",1,1,"","","","string {[]} {[]}
","Halofantrine","Halofantrine currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE905
",,,,"HIVD.halofantrine",1,1,"",""
"HIVD","HIVD.lovastatin","HIVD.lovastatin","","","",1,1,"","","","string {[]} {[]}
","Lovastatin","Lovastatin currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE906
",,,,"HIVD.lovastatin",1,1,"",""
"HIVD","HIVD.simvastatin","HIVD.simvastatin","","","",1,1,"","","","string {[]} {[]}
","Simvastatin","Simvastatin currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE907
",,,,"HIVD.simvastatin",1,1,"",""
"HIVD","HIVD.hormonalContraception","HIVD.hormonalContraception","","","",1,1,"","","","string {[]} {[]}
","Hormonal contraception","Hormonal contraception currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE908
",,,,"HIVD.hormonalContraception",1,1,"",""
"HIVD","HIVD.metformin","HIVD.metformin","","","",1,1,"","","","string {[]} {[]}
","Metformin","Metformin currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE909
",,,,"HIVD.metformin",1,1,"",""
"HIVD","HIVD.astemizole","HIVD.astemizole","","","",1,1,"","","","string {[]} {[]}
","Astemizole","Astemizole currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE910
",,,,"HIVD.astemizole",1,1,"",""
"HIVD","HIVD.terfenadine","HIVD.terfenadine","","","",1,1,"","","","string {[]} {[]}
","Terfenadine","Terfenadine currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE911
",,,,"HIVD.terfenadine",1,1,"",""
"HIVD","HIVD.tdf2","HIVD.tdf2","","","",1,1,"","","","string {[]} {[]}
","TDF","TDF currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE912
",,,,"HIVD.tdf2",1,1,"",""
"HIVD","HIVD.simeprevir","HIVD.simeprevir","","","",1,1,"","","","string {[]} {[]}
","Simeprevir","Simeprevir currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE913
",,,,"HIVD.simeprevir",1,1,"",""
"HIVD","HIVD.ombitasvirParitaprevirRitonavirDasabuvir","HIVD.ombitasvirParitaprevirRitonavirDasabuvir","","","",1,1,"","","","string {[]} {[]}
","Ombitasvir + paritaprevir/ritonavir + dasabuvir","Ombitasvir + paritaprevir/ritonavir + dasabuvir currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE914
",,,,"HIVD.ombitasvirParitaprevirRitonavirDasabuvir",1,1,"",""
"HIVD","HIVD.methadone2","HIVD.methadone2","","","",1,1,"","","","string {[]} {[]}
","Methadone","Methadone currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE915
",,,,"HIVD.methadone2",1,1,"",""
"HIVD","HIVD.buprenorphine2","HIVD.buprenorphine2","","","",1,1,"","","","string {[]} {[]}
","Buprenorphine","Buprenorphine currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE916
",,,,"HIVD.buprenorphine2",1,1,"",""
"HIVD","HIVD.dofetilide","HIVD.dofetilide","","","",1,1,"","","","string {[]} {[]}
","Dofetilide","Dofetilide currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE917
",,,,"HIVD.dofetilide",1,1,"",""
"HIVD","HIVD.carbamazepine","HIVD.carbamazepine","","","",1,1,"","","","string {[]} {[]}
","Carbamazepine","Carbamazepine currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE918
",,,,"HIVD.carbamazepine",1,1,"",""
"HIVD","HIVD.phenobarbital","HIVD.phenobarbital","","","",1,1,"","","","string {[]} {[]}
","Phenobarbital","Phenobarbital currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE919
",,,,"HIVD.phenobarbital",1,1,"",""
"HIVD","HIVD.phenytoin","HIVD.phenytoin","","","",1,1,"","","","string {[]} {[]}
","Phenytoin","Phenytoin currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE920
",,,,"HIVD.phenytoin",1,1,"",""
"HIVD","HIVD.polyvalentCationProductsContainingMgAlFeCaAndZn","HIVD.polyvalentCationProductsContainingMgAlFeCaAndZn","","","",1,1,"","","","string {[]} {[]}
","Polyvalent cation products containing Mg, Al, Fe, Ca and Zn","Polyvalent cation products containing Mg, Al, Fe, Ca and Zn currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE921
",,,,"HIVD.polyvalentCationProductsContainingMgAlFeCaAndZn",1,1,"",""
"HIVD","HIVD.amodiaquine","HIVD.amodiaquine","","","",1,1,"","","","string {[]} {[]}
","Amodiaquine","Amodiaquine currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE922
",,,,"HIVD.amodiaquine",1,1,"",""
"HIVD","HIVD.cisapride","HIVD.cisapride","","","",1,1,"","","","string {[]} {[]}
","Cisapride","Cisapride currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE923
",,,,"HIVD.cisapride",1,1,"",""
"HIVD","HIVD.ergotamine","HIVD.ergotamine","","","",1,1,"","","","string {[]} {[]}
","Ergotamine","Ergotamine currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE924
",,,,"HIVD.ergotamine",1,1,"",""
"HIVD","HIVD.dihydroergotamine","HIVD.dihydroergotamine","","","",1,1,"","","","string {[]} {[]}
","Dihydroergotamine","Dihydroergotamine currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE925
",,,,"HIVD.dihydroergotamine",1,1,"",""
"HIVD","HIVD.midazolam","HIVD.midazolam","","","",1,1,"","","","string {[]} {[]}
","Midazolam","Midazolam currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE926
",,,,"HIVD.midazolam",1,1,"",""
"HIVD","HIVD.triazolam","HIVD.triazolam","","","",1,1,"","","","string {[]} {[]}
","Triazolam","Triazolam currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE927
",,,,"HIVD.triazolam",1,1,"",""
"HIVD","HIVD.estrogenBasedHormonalContraception","HIVD.estrogenBasedHormonalContraception","","","",1,1,"","","","string {[]} {[]}
","Estrogen-based hormonal contraception","Estrogen-based hormonal contraception currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE928
",,,,"HIVD.estrogenBasedHormonalContraception",1,1,"",""
"HIVD","HIVD.ribavirin","HIVD.ribavirin","","","",1,1,"","","","string {[]} {[]}
","Ribavirin","Ribavirin currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE929
",,,,"HIVD.ribavirin",1,1,"",""
"HIVD","HIVD.peginterferonAlfa2A","HIVD.peginterferonAlfa2A","","","",1,1,"","","","string {[]} {[]}
","Peginterferon alfa-2a","Peginterferon alfa-2a currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE930
",,,,"HIVD.peginterferonAlfa2A",1,1,"",""
"HIVD","HIVD.curmedOther","HIVD.curmedOther","","","",1,1,"","","","string {[]} {[]}
","Other","Other medication currently being taken by, or considered for, client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE931
",,,,"HIVD.curmedOther",1,1,"",""
"HIVD","HIVD.currmedOtherSpecify","HIVD.currmedOtherSpecify","","","",1,1,"","","","string {[]} {[]}
","Other (specify)","Other medication currently being taken by, or considered for, client (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE932
",,,,"HIVD.currmedOtherSpecify",1,1,"",""
"HIVD","HIVD.medicationChangeRecommended","HIVD.medicationChangeRecommended","","","",1,1,"","","","string {[]} {[]}
","Medication change recommended","A medication change is recommended for the client based upon current or considered medications","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE933
",,,,"HIVD.medicationChangeRecommended",1,1,"",""
"HIVDTB","HIVDTB","HIVDTB","","","",0,*,"","","","null {[]} {[]}
","HIVD HIV-TB Logical Model","Logical Model for HIV.D HIV-TB data elements.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"HIVDTB","HIVDTB.whoHivClinicalStageConditionOrSymptom","HIVDTB.whoHivClinicalStageConditionOrSymptom","","","",1,1,"","","","string {[]} {[]}
","WHO HIV clinical stage condition or symptom","New or recurrent clinical events used to categorize HIV disease severity based at baseline and follow up","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE934
",,,,"HIVDTB.whoHivClinicalStageConditionOrSymptom",1,1,"",""
"HIVDTB","HIVDTB.pulmonaryTb","HIVDTB.pulmonaryTb","","","",1,1,"","","","string {[]} {[]}
","Pulmonary TB","Clients symptoms include pulmonary TB","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE935
",,,,"HIVDTB.pulmonaryTb",1,1,"",""
"HIVDTB","HIVDTB.lymphNodeTb","HIVDTB.lymphNodeTb","","","",1,1,"","","","string {[]} {[]}
","Lymph node TB","Clients symptoms include lymph node TB","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE936
",,,,"HIVDTB.lymphNodeTb",1,1,"",""
"HIVDTB","HIVDTB.extrapulmonaryTb","HIVDTB.extrapulmonaryTb","","","",1,1,"","","","string {[]} {[]}
","Extrapulmonary TB","Clients symptoms include extrapulmonary tuberculosis (TB)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE937
",,,,"HIVDTB.extrapulmonaryTb",1,1,"",""
"HIVDTB","HIVDTB.tbDisease","HIVDTB.tbDisease","","","",1,1,"","","","string {[]} {[]}
","TB disease","Whether the client has tuberculosis (TB) disease. Sometimes known as active TB","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE938
",,,,"HIVDTB.tbDisease",1,1,"",""
"HIVDTB","HIVDTB.tbDiagnosisResult","HIVDTB.tbDiagnosisResult","","","",1,1,"","","","string {[]} {[]}
","TB diagnosis result","Final result of the TB investigation (bacteriological and/or clinical)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE939
",,,,"HIVDTB.tbDiagnosisResult",1,1,"",""
"HIVDTB","HIVDTB.diagnosedTb","HIVDTB.diagnosedTb","","","",1,1,"","","","string {[]} {[]}
","Diagnosed TB","Client is diagnosed with TB disease","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE940
",,,,"HIVDTB.diagnosedTb",1,1,"",""
"HIVDTB","HIVDTB.tbExcluded","HIVDTB.tbExcluded","","","",1,1,"","","","string {[]} {[]}
","TB excluded","Client is not diagnosed with TB","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE941
",,,,"HIVDTB.tbExcluded",1,1,"",""
"HIVDTB","HIVDTB.methodOfTbDiagnosis","HIVDTB.methodOfTbDiagnosis","","","",1,1,"","","","string {[]} {[]}
","Method of TB diagnosis","Method used to set the TB diagnosis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE942
",,,,"HIVDTB.methodOfTbDiagnosis",1,1,"",""
"HIVDTB","HIVDTB.bacteriologicallyConfirmed","HIVDTB.bacteriologicallyConfirmed","","","",1,1,"","","","string {[]} {[]}
","Bacteriologically confirmed","A person from whom a biological specimen is positive by smear microscopy, culture or a WHO-recommended rapid diagnostic","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE943
",,,,"HIVDTB.bacteriologicallyConfirmed",1,1,"",""
"HIVDTB","HIVDTB.clinicallyDiagnosed","HIVDTB.clinicallyDiagnosed","","","",1,1,"","","","string {[]} {[]}
","Clinically diagnosed","A person who does not fulfil the criteria for bacteriological confirmation but has been diagnosed with TB disease by a medical practitioner who has decided to give the person a full course of TB treatment","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE944
",,,,"HIVDTB.clinicallyDiagnosed",1,1,"",""
"HIVDTB","HIVDTB.presumptiveTb","HIVDTB.presumptiveTb","","","",1,1,"","","","string {[]} {[]}
","Presumptive TB","Client has signs or symptoms of tuberculosis (TB) without laboratory confirmation","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE945
",,,,"HIVDTB.presumptiveTb",1,1,"",""
"HIVDTB","HIVDTB.presumptiveTbRegistrationDate","HIVDTB.presumptiveTbRegistrationDate","","","",1,1,"","","","string {[]} {[]}
","Presumptive TB registration date","Date client is registered as having signs or symptoms of tuberculosis (TB) without laboratory confirmation","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE946
",,,,"HIVDTB.presumptiveTbRegistrationDate",1,1,"",""
"HIVDTB","HIVDTB.tbTreatmentHistory","HIVDTB.tbTreatmentHistory","","","",1,1,"","","","string {[]} {[]}
","TB treatment history","History of previous TB treatment","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE947
",,,,"HIVDTB.tbTreatmentHistory",1,1,"",""
"HIVDTB","HIVDTB.new","HIVDTB.new","","","",1,1,"","","","string {[]} {[]}
","New","A person with TB disease who has never been treated for TB before or has only previously ever taken TB drugs for less than 1 month","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE948
",,,,"HIVDTB.new",1,1,"",""
"HIVDTB","HIVDTB.recurrent","HIVDTB.recurrent","","","",1,1,"","","","string {[]} {[]}
","Recurrent","A person with TB disease who was previously treated for TB, was declared cured or treatment completed at the end of their most recent course of TB treatment and is now diagnosed with a new episode of TB.","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE949
",,,,"HIVDTB.recurrent",1,1,"",""
